"text","label"
"@SouthwestAir really appreciate the follow up, I always fly with y'all for a reason!","positive"
"@SouthwestAir we are 2 mins from departure of 4125 and no announced update nor an update to on time status. Everyone just standing. #comeon","negative"
"@SouthwestAir Thank you. I know ya'll can't control the weather. I appreciate ya'll working to get my flight rebooked the last two days.","positive"
"@SouthwestAir: why no charging station in SAN?","negative"
"@SouthwestAir employees spreading a bit of #MardiGras cheer at 7:30 this morning in Atlanta  #NFTYConvention http://t.co/ttbtY89Ilo","neutral"
"@SouthwestAir what does TSA Pre on my boarding pass mean? http://t.co/0HmmQCzkCf","neutral"
"@SouthwestAir - just talking to customer service @united makes me appreciate you even more!  They could learn so much from you!","positive"
"@SouthwestAir Hi! Thanks! Do you have an exact link to that specific page on your site you can share - or is it under ""Flight Status"":? Thx!","neutral"
"@SouthwestAir you guys are awesome... #dontchangeathing #luv","positive"
"@SouthwestAir 45mins wait on the phone with no option for a callback? Finally had to hang up because my phone was dying. #customerservice","negative"
"@SouthwestAir its all good. flight eventually took off, and landed safely. oh, and I got the free cup o wine. thx","positive"
"@SouthwestAir nice work on the update!","positive"
"@JetBlue Stop trying to make #fleek happen! #PointsMe","neutral"
"@JetBlue I appreciate the credit for my troubles but the lack of personal response troubles me.","negative"
"@JetBlue Wish Everyone felt like you","positive"
"?ú@JetBlue: @jannasaurusrex Thanks for the kind words, Janna! #WeAppreciateYou #TrueBlue?? and now I'M feeling like a boss #jetbluefame","positive"
"@JetBlue sure is ????","positive"
"@JetBlue Not trying to make you look bad, on your website it says: ""Due to weather in the Charleston, NC"" Its actually in SC, not NC","positive"
"Oh yeah? RT @JetBlue: Our fleet's on fleek. http://t.co/FTv2NWWQF1??","neutral"
"?ú@JetBlue: Our fleet's on fleek. http://t.co/M2wSg2olgo?? -_-","neutral"
"@JetBlue No, it's weird!! I picked other cities just to test, those worked...not the one I want. Works on phone though, so I'll use that.","neutral"
"um wut ?ú@JetBlue: Our fleet's on fleek. http://t.co/M4UWcPxtXJ??","neutral"
"@JetBlue? | RT @WMCActionNews5: New airline expected to make its way to MEM http://t.co/vO3eQsEPqH","neutral"
"?ú@JetBlue: Our fleet's on fleek. http://t.co/g12sn5qsqZ??- no... Yall better than this","positive"
"?ú@JetBlue: Our fleet's on fleek. http://t.co/LSYbgLF59j?? let's keep it professional","neutral"
"@JetBlue we haven't even gotten off the plane yet! I can't afford to miss my flight back to Boston! Ugh.","negative"
"???Ç??? RT @JetBlue: Our fleet's on fleek. http://t.co/rinzYSK6kI","neutral"
"@JetBlue true. Maybe. Wish I had expedited security haha","positive"
"@JetBlue lol the fleet on fleek... i see yall ballin... new jets on deck..","neutral"
"?ú@JetBlue: Our fleet's on fleek. http://t.co/jm4GeyXbY5?ùLOL","neutral"
"@JetBlue with 3 kids and 11 days 340 + doesn't work and it's months in advance","neutral"
"@JetBlue Tell me more ??ò≥...

Because I need a 1 way to NYC, and I might choose you","neutral"
"@JetBlue but Virgin has wifi ???","neutral"
"@JetBlue I love flying with u, but I have a question, why is one of ur planes called ny jets","positive"
"They didnt just tweet this... Nah. RT ?ú@JetBlue: Our fleet's on fleek. http://t.co/1yLn1Gx4QX??","neutral"
"@jetblue it's time for a direct flight from #JFK to #PITT.... @ Official JetBlue Terminal 5 - New York?? http://t.co/QygXGmd3Sn","neutral"
"@jetblue thanks","positive"
"@JetBlue Thanks JB. Actually, As a birder I love them too. They just need to be outside. It shouldn't be too hard to trap and move them.","positive"
"@JetBlue Very disappointed with the lack of compassion from your baggage services dept. I nearly had to beg get just for a ""courtesy report""","negative"
"Kudos well deserved! Just wish the rest of my @JetBlue experience today measured up to their example!","positive"
"@JetBlue pilot: ""Don't worry folks there's a backup for the backup for every part of this plane."" Thanks guy","positive"
"Keep Waiting, time does not cost anything for @JetBlue hundreds people how payed thousand dollars with no feedback http://t.co/Ji2pg4gom9","negative"
"@JetBlue that is a stock response. Delays not as frustrating as poor cust serv &amp; being told by 3 ppl to wait &amp; they'd come back but did not.","negative"
"?ú@JetBlue: @FinleyBklynCFS So glad to hear. Thanks for sharing the video.?? Me and JetBlue are #BFF ????","positive"
"@JetBlue yes, please get me the seats we paid for.","negative"
"@JetBlue thanks for answering my questions!","positive"
"@JetBlue I have a disabled seat in row 6 do I get to board earlier?","neutral"
"@JetBlue, thanks for not guarantee that you can not deli ever my bags to my hotel, when bag missed connection. #sFO #customerservicenot","negative"
"@JetBlue flight 2008","neutral"
"@JetBlue they absolutely guaranteed us we would sit with our kids. Your ""terms"" response is insulting.  #jetblue","negative"
"@JetBlue For the record, that was less than a 10-minute turnaround time for the answer from the question.  JetBlue rocks!","positive"
"@JetBlue of my tray table is broken what do i do?","neutral"
"@JetBlue Good perspective. If only this safety concern had been expressed at some point before I arrived at the airport. #communicationiskey","negative"
"@JetBlue love it as always!","positive"
"@JetBlue early last month via Expedia-there's an extra middle name and initial attached to my last name","neutral"
"@JetBlue your agent told us TSA didn't have a crew to get bags!","negative"
"@JetBlue you guys rock!","positive"
"@JetBlue thanks. I will use the extra time to do some more shopping! Did somebody say duty free?","positive"
"@JetBlue thank you. We are finally at the gate.","positive"
"@JetBlue Touchdown JFK! Well done pilots of JetBlue Flight 226! #JetBlueRocks","positive"
"@JetBlue That is not very gracious of @jetblue to tell me where I can go BUY water or a snack when our flight is delayed over 3 hours.","negative"
"@JetBlue whatever your lil #mint heart desires! http://t.co/WmX12F33ZC","neutral"
"@JetBlue well, the last update was in the right direction, at least! I'll keep my fingers crossed.","positive"
"@JetBlue Great service from PBI to HPN! Thanks.","positive"
"@JetBlue ok we got as far as Atlantic City due to JFK being closed. Can you get us to HPN or LGA?? Please?","negative"
"@JetBlue They just came out. Thanks for the follow-up. That's why you're the best!","positive"
"@JetBlue Follow me pls?","neutral"
"@JetBlue I'm curious to know how do you compensate for passengers missing engagements due to a two hour wait on the tar-mat to get to a gate","negative"
"@JetBlue thank you ???? standing in line now!","positive"
"@JetBlue OK, thank you.","positive"
"@JetBlue what are the chances of one of your flights leaving at 6am out of Newark nj being Cancelled Flightled tomorrow?","neutral"
"@JetBlue your employee Charles cave at the gate at MSY went above and beyond to help try to help me find my glasses. Thought u should know","positive"
"@jetblue what good with the inflight WiFi?","neutral"
"@JetBlue Awesome! Thank you! ;)","positive"
"@JetBlue Cancelled Flighted ??ò¢","negative"
"@JetBlue NOT A HAPPY CUSTOMER. We've waited patiently, not to mention $150 and six months of marathon training, we need 2 be there tmrw.","negative"
"@JetBlue offers free flights for ""Fly it Forward"" campaign http://t.co/Yh1KZkYZrR http://t.co/wmO6tKqhXp via @usatodaytravel #travel #cause","neutral"
"@JetBlue Airways Stock Rating Lowered by Vetr Inc. (JBLU) - Dakota Financial News http://t.co/QW2eBEEMVg","neutral"
"@JetBlue you #fail. Snow coming to DC area. Tried to get on earlier flight. You refused. Now flight 6.5 hours delayed. Greedy and foolish.","negative"
"@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/FFc13zYGJS","neutral"
"@JetBlue today my family gets to experience #mosaic status w/ me! #LifeIsGood","positive"
"@JetBlue by any chance do u offer fresh guacamole on your flights","neutral"
"@JetBlue thank you","positive"
"@JetBlue thank you so much for your effort","positive"
"@JetBlue who do you think is gonna win Mayweather or Pacquiao?","neutral"
"@JetBlue you are officially my favorite, thank you for the wonderful service at JFK","positive"
"@JetBlue Hawaii what deals u have for me","neutral"
"@JetBlue do you know when the schedule for dec 2015 will be released?","neutral"
"@JetBlue can't seem to DM you guys.. JDHADP","negative"
"@JetBlue I'll take 3 round trip tickets to the closest warmest place please! #negativedegrees #buffalo #snowwillnevermelt","neutral"
"@JetBlue saving my sanity. Leaving it behind for sunshine. #escape #FL #bliss #travel #InDenial #WhatFrozenPipes http://t.co/6TtzEJV3hY","neutral"
"This is so smart it makes me angry MT @JetBlue: We?ôve partnered with @WSJ to bring you free digital access onboard! http://t.co/0LiwEcAsOe","positive"
"@JetBlue sorry to report we are stuck on Tarmac.. Being held so #notwheelsup","negative"
"@JetBlue thanks to the gent on the phone who fixed my BOS-MCO flight and the fee waiver! A320 now :) #flyfi ! I forget her name :(","positive"
"Thanks! Hope I don't look like a complainer, I've written of good experiences w/you in the past and am making do in terminal 5 :) @JetBlue","positive"
"@JetBlue Success! Good work JetBlue team","positive"
"@JetBlue you don't remember our date Monday night back to NYC? #heartbroken","positive"
"@JetBlue #flyingitforward Pereira, Colombia to help the kids from Cartago streets and deliver a lot of clothes that I have picked to donate.","neutral"
"@JetBlue thanks so I'll like to get the new tail N598JB N615JB Boston red Sox livery so I can share with talk but send them only on weekends","neutral"
"@JetBlue Maybe I'll just go to Cleveland instead.","neutral"
"@JetBlue thanks JB!! This is why I ???? you!","positive"
"@JetBlue a little vino wouldn't hurt ??ç∑","neutral"
"@JetBlue @NHLBruins repping the Bruins in Cleveland at Rock n Roll HOF &amp; The Christmas Story house #JetBlueBruins http://t.co/JKnWuGJ778","neutral"
"@JetBlue we made it safe and sound. Thank you for the safe travels.","positive"
"@JetBlue THANKS!! Her 80th bday is Saturday. We're having an aviation themed surprise party for her.","positive"
"@JetBlue is gettin fancy! #Mint #LieFlat Nice work on the menu @Saxonandparole #LobsterMac #BloodyMary #JetSetter http://t.co/zf5wjgtXzT","positive"
"@JetBlue = WORST. Booked in Oct. w/ email confirm &amp; NEVER INFORMED Cancelled Flightlation. Instructed ""to mail written letter"" http://t.co/c7Kzbvf8h8","negative"
"@JetBlue I was so excited when I saw that you fly there! #ionlyflyblue","positive"
"@JetBlue TA off site at #thelodge. Should be a fun day. @YeniettElswood @AndrewBiga @CodyCleverly @HeidiMacey @motherpollock","positive"
"@JetBlue just mine sadly.. But yea the fly fi is awesome","positive"
"I know you have a lot of baggage... But i want you to know i really enjoyed being inside you. @JetBlue #Jetbae","positive"
"@JetBlue Can you tell me which days you fly direct BUF - FLL and FLL - BUF?","neutral"
"@JetBlue This is how you have me feeling.... http://t.co/esUu0hiAjM","negative"
"@JetBlue It's absolute madness in the west, but tell me who you like between @memgrizz @warriors @spurs and @okcthunder","neutral"
"@JetBlue is the trueblue site broken at the moment?","neutral"
"@JetBlue Aw okay thanks","positive"
"@JetBlue I'm all set. About to fly. Not bad for a first date with a giant metal bird machine. She even brought snacks.","positive"
"@JetBlue When I checked yesterday it looked like it did. Did something change?","neutral"
"@JetBlue also. Emergency exit seats. 6'2"" and that's a huge win.","positive"
"@JetBlue hey, so, Dre at Seatac check in needs a raise, stat. Dude gave me amazing customer service and made me feel valued. ????","positive"
"@JetBlue Call was not made by the inflight crew. They in fact asked us why we didn't bring it on.","negative"
"@JetBlue what is a personal email that I can contact? I have a complaint that you should know about","negative"
"@JetBlue Great flight, as always! Thank you to the great crew on flight 475! #travel #jetblue","positive"
"@JetBlue thank you for incredible customer svc from gate to flight. Mint experience is magic.","positive"
"@JetBlue and a HUGE thanks to the crew on flight 1348 who flew in to DCA from SJU Monday night in the snow so we could have a plane!!!","positive"
"@JetBlue Dumps Amex - Nassau News Live http://t.co/DZg99JFIiK","neutral"
"@JetBlue Celebrates 15-Year Anniversary With New Livery - Digital Journal http://t.co/U5HXri6Crx","neutral"
"@JetBlue I will try that. Thanks! If all else fails I will just do the old fashioned method tomorrow morning.","positive"
"@JetBlue #fail My wife on the phone asking to switch flight times. In mid switch gets disconnected. Now Cancelled Flightled! No new time! No call back","negative"
"@JetBlue will call. Thank you!","positive"
"@JetBlue we have just landed, thank you anyway. Btw, flight staff on flight 654 were wonderful despite their full day and heavy load.","positive"
"@JetBlue love traveling with Jetblue. Cant wait to go to Paris oui oui!!! NYC was awesomeee!","positive"
"@JetBlue's new CEO Robin Hayes battles to appease passengers and Wall Street - Business In Savannah http://t.co/KKAY8XaPs1","neutral"
"@JetBlue I would love for you to fly my best friend home to PVD for a weekend. ???? http://t.co/cH0NmjyMgh","positive"
"@JetBlue Thanks! Her flight leaves at 2 but she's arriving to the airport early. Wedding is in VT in Sept. Grateful you fly to BTV!! :)","positive"
"@USAirways I don't want your sympathy I want someone to make an effort to find my bag","negative"
"@usairways Ok thank you?¶I call from Spain to US for seating assistance!","negative"
"@USAirways If I?ôm unable to use my departing flight can I still use the returning flight?","neutral"
"@USAirways Thank you, although we're using our miles from our card and Flight Booking Problems companion tickets which can only be booked over the phone.","neutral"
"@USAirways pilot forgets to show up to work and Ricky J (gate agent) gives customers attitude. #usairwaysfail","negative"
"@USAirways screwed me up big. 1st flight 1hr Late Flight. Made it to 2nd flight. CSM daryl wouldn't let me on the plane because we were (1/4)","negative"
"@USAirways - 53 minutes on hold for a reservation?","negative"
"@USAirways #NoService good luck trying to reach a human!  Twice sat on hold for over 50 mins...  #neveragain","negative"
"@USAirways @AmericanAir explain how come I can get a free upgrade on US as an exe plat but not exit row seating w/out paying. confused","neutral"
"@USAirways it is really embarrassing when asking for complimentary drink/snack detailed here: https://t.co/9zA6xb1h89 &amp; being argued with.","negative"
"@USAirways also, can you explain why, when I checked in, on the US Airways site, &amp; picked ""Standby for 1st"" I was not put on the list?","neutral"
"@USAirways is it your practice to give 1st class seats to us air employees before giving them to chairmans customers sitting in coach?","neutral"
"@USAirways cust svc just let it slip that previous cust svc lied to me about supervisors &amp; corporate ph#. $200 to change a $130 tix? No thx.","negative"
"@USAirways - Huge props to Parizad at checkin in Sacramento for her help on Friday to get 3 of us home when other airlines were delayed","positive"
"@USAirways - thanks, I hope so. Maybe you can put in a good word for me? ;-)","positive"
"@USAirways, I'm expecting 400% reimbursement for the unprofessional decisions with US728 on 21 Feb. Check your very full complaint box.","negative"
"@USAirways stranding a student trying to get to Birmingham in CLT overnight w/o any help.  You can do better than that.  @av_duffy","negative"
"@USAirways is charging me $200 to NOT take my flight. Lol. That is the last time I fly with them.","negative"
"@usairways Row 16, flight 634 today if you're looking for specifics! I can run to Home Depot for the WD40 you if you need.","negative"
"@USAirways Will you pick up your phone then?","neutral"
"@USAirways website isnt working and I cant talk to any1 on the phone to check flight status out of dfw. Roads are awful and cant get there","negative"
"@USAirways @AmericanAir can someone help me with some travel issues today?","neutral"
"@USAirways There is nothing on my USAir CC at this point, but the email stated I would be charged.  Thanks for the reply.","neutral"
"@USAirways so she has to take a Late Flightr flight booked by her corporate (Disney) travel dept, as your agent offered little help","negative"
"@USAirways Flight gets in 30 minutes early and all goodwill gone when bags aren't here 45 minutes Late Flightr","negative"
"@USAirways how do I get off my plane and wait over an hour and a half to speak to someone about reFlight Booking Problems?","negative"
"Number or email? That's the purpose of sending you a tweet? @USAirways","negative"
"@USAirways @AmericanAir have the most rude, unreliable, horrible company with equally rude, unreliable and horrible employees. Stay tuned.","negative"
"@USAirways Chairman Preferred with 518,758 lifetime miles. What is my US Air reward, no #firstclass upgrades on @AmericanAir as usual.","negative"
"@USAirways @AmericanAir major issues getting out of Boston, but your crew has been exceptional. Let's see how things roll out in Philly.","positive"
"@USAirways it's not often that an airline is so easy to work with. I needed to change my flight time and the attendants at MKE made my day!","positive"
"@USAirways That's 1h 10m waiting to get my bag, 1h40m of flight delays, plus the 2hrs of delay I had on the way out. Never flying you again.","negative"
"@USAirways please keep Emily at you gso airport ticketing on staff she is amazing","positive"
"@usairways HI again! How you suggested I contacted u via phone, sent a mail with the original ticket &amp; the result: http://t.co/214i0RTIH4","negative"
"@USAirways I do but the real ? Is why your staff can behave offensively. Flight 699. Please look into it. Message me if you want particulars","negative"
"@USAirways glad people can put their coats in the storage area though. It would be super unfortunate to leave those on the floor","neutral"
"@USAirways Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.","neutral"
"@USAirways What's the contact number for the corporate baggage office in Phoenix?","neutral"
"@USAirways this has been my WORST flying experience with you guys, you need to do better","negative"
"@USAirways I've been on hold at the reservations desk for 3 hours. HELP!!!!","negative"
"@USAirways you should get better employees??åÔ??","negative"
"@USAirways Round Two of being THE worst airline ever.","negative"
"@USAirways 4097 DCA to BNA. Just told they need to do 1.5 hrs worth of maintenance. Was supposed to leave at 8:50 am. [sigh]","negative"
"@USAirways Been on hold 2.5 hours now! System hung up on me twice after an hour holding. :(  Trying 2 correct online Flight Booking Problems error. #unhappy","negative"
"@USAirways with chocoLate Flight please... i m melting http://t.co/jJdoSFYIBM","neutral"
"@USAirways horrible customer service, flying from Miami to Philadelphia, sent to Charlotte, now can't get out of Charlotte!","negative"
"@USAirways On re-accommodation number Lisa (Liza?) in Raleigh was very helpful","positive"
"@USAirways but need to confirm please help","neutral"
"@USAirways - on hold 45 minutes trying to rebook Cancelled Flightled flight. Really?","negative"
"@USAirways thanks! http://t.co/pD7R1lL6Re","positive"
"@USAirways But every time I call I'm on hold for 45 min and then get disconnected. Any way someone can help?","negative"
"@USAirways in a few weeks","neutral"
"@USAirways #Wronganswer. Talk is cheap. Customer service is the action of making things right for the customer. #fail again.","negative"
"@USAirways BF has been stuck in CLT all day. Is the lounge offering free ""This weather sucks &amp; we all want to cry"" tequila shots?","negative"
"@USAirways Thank you for your help today.  I have been a loyal US airways customer and i appreciate your responding to my tweets.","positive"
"@USAirways what about AA miles for USAir flights booked through American?","neutral"
"@USAirways your team member at DCA- Tamara R. is her name was awesome. You should have more employees like her!","positive"
"@USAirways Inexcusable behavior by gate agent. Sorry isn't enough. #Flight850 #CLT-#BNA","negative"
"@USAirways what happens if the flight takes off before we Cancelled Flight?? That's the issue. We don't want to pay because of your inaccessibility!","negative"
"@USAirways so I still need to stay on hold? http://t.co/04SDytT7zd","negative"
"@USAirways Oh yes, because I had loads of time running to my connecting flight after you delayed me for about 90 minutes...","negative"
"@USAirways Hey, my bag was damaged flying with you yesterday. What can I do?","negative"
"@USAirways I left something on a recent flight today. Who do I contact to retrieve it please? Thanks!","neutral"
"@USAirways Just spoke with a representative. Moved my flight earlier. Thank you so much for the follow up.","positive"
"@USAirways so am I supposed to discuss this matter with a computer? #BadCustomerService #Airlines #DividendRewards","negative"
"@USAirways literally the worst flying experience of my life, and I have flown a lot","negative"
"@USAirways @AmericanAir are u paying incedentals? #noworstairline","neutral"
"@USAirways Used 2 get emails 1) pre-purchase a snack and 2) when time to check in. Got neither 4 tomorrow's trip. Do they not get sent now?","neutral"
"@USAirways any chance of a travel advisory or DCA this weekend?","neutral"
"@USAirways it's painful being on hold to you!! Really 25 minutes to change a flight!! http://t.co/ocqk0JFXuA","negative"
"@USAirways 
Good news, we got fixed.","positive"
"@USAirways is a joke. Stop losing my luggage!","negative"
"@USAirways Thank you. But I don?ôt understand. What will you do with my feedback?","neutral"
"@USAirways has no idea what customer service means.  As the customer, if you mess up my plans, don't treat me like its no big deal!","negative"
"@USAirways Done","neutral"
"@USAirways today's flight to Philadelphia.  It's a little disappointing for the unnecessary delays and it's not even snowing in FL.","negative"
"@USAirways @AmericanAir I am so going to miss US Airways.  You always provided great service and NEVER LET ME DOWN.","positive"
"@USAirways this response doesn't correct the fact that your pilot failed to keep passengers updated","negative"
"@USAirways Exicted to be flying with y'all soon !!","positive"
"@USAirways Seriously??? I have shared my concerns four times already, to NO avail!  Geeeeezzzzz! #frustrated flyer","negative"
"@USAirways No hot food on a 5 hour flight? Crazy. Couldn't eat in PHL b/c our original connection was 40 min Late Flight. What gives? #PHLtoLAS","negative"
"@USAirways yes, it's a domestic flight. Thank you!","positive"
"@USAirways - love the changes in the lounge - cheese, veggies, olives in addition to the crackers and snack mix,","positive"
"@USAirways thanks.  If you have another method also that would be nice.  Appears to be a design flaw","positive"
"@USAirways a $75 change is ok most of the time but if there r open seats on earlier flt and no chkd bag, why not let someone fly standby?","neutral"
"@AlbertBreer just so you know who to complain to ;-) RT @USAirways: Reminder: From 2/28, we?ôll be tweeting from @AmericanAir.","neutral"
"@USAirways  Lilly M in SJU check in is fabulous!","positive"
"@USAirways any chance of making #561?","neutral"
"@usairways hey just letting you know you're the worst fucking service I've ever used thanks for nothing","negative"
"@USAirways you're the only airline that's not open sooner. It's not a confidence booster.","negative"
"@USAirways 3 delays 2 Cancelled Flightlations a double layover and 72 hours Late Flightr....could I at least get extra dividend miles?","negative"
"@USAirways this is more than having patience. This is not acceptable. http://t.co/N7pSuEJDC8","negative"
"@USAirways finally rectified my flight situation! Thanks again","positive"
"@USAirways we haven't departed yet so let's not get too high hopes.  But everything has been on schedule so far","positive"
"@USAirways Thanks for showing interest...3880 to Greenville, SC.","negative"
"@USAirways the only way to assist, is to actually answer the phone.","negative"
".@USAirways thanks!","positive"
"@USAirways Have him call me.  I cant wait to see if anything happens.  Your service really sucks.#usairwayssucks","negative"
"@USAirways for a response in 3-4 days? No thanks","negative"
"@USAirways thanks so much!","positive"
"@USAirways @BohnJai they lost my bag @PHL baggage handlers broke open my bag and stole my camera","negative"
"@USAirways 5534. That's the flight I was placed on after original flight to Charlotte was Cancelled Flightled.  Now 5534 is on 1hr delay","negative"
"@USAirways Thx to gate agt John Pascucci for finding us a flight from CLT to PVD after our original one was Cancelled Flightled http://t.co/YiwLhQhZgp","positive"
"@USAirways u guys get too much $$$ and too many customers  to be fucking up as badly as u do","negative"
"@USAirways  glad to be home and that your great people got me home safely. Sad for others who didn't get back bc of scheduling problems.","positive"
"@USAirways thanks for your help! I left a message for DCA lost and found. Fingers crossed we find it!","positive"
"@USAirways thanks","positive"
"@USAirways with the weather mess in the South, I missed my connection in CLT. Impressed though with the Cust Serv phone reps today.","positive"
"@USAirways Flight # 604. Thanks.","positive"
"@USAirways that's why u guys are my #1 choice.","positive"
"@USAirways how about a drink voucher for the next flight?? #winkwink","positive"
"@USAirways thank you! I tried that and they said they didn't have it. Anywhere else to try?","positive"
"@USAirways @AmericanAir  best u could do-I might get my refund within 2 billing cycles. Months of u guys asking for another chance. I'm done","negative"
"@USAirways your customer service is horrible","negative"
"@USAirways it takes a month?","negative"
"@USAirways we are on the 2pm flight FLL to PHL and then connection to MAN. However, with the delays we might miss it. Can we go earlier?","negative"
"@AmericanAir I might look into that. My wife travels much more than I do. Could we both use the membership?","positive"
"@AmericanAir This is exactly why ill be flying AA from @Dulles_Airport to Dallas! Only airline I trust!","positive"
"@AmericanAir still waiting for a flight... I should get my money back","negative"
"@AmericanAir Hi, can you please ticket my award ticket? The status is ""On Request"" now. Thanks.","neutral"
"@AmericanAir did you know that suicide is the second leading cause of death among teens 10-24?","neutral"
"@AmericanAir narrowly made standby...lots of snags this trip!","negative"
"@AmericanAir Here is the photo ;) http://t.co/VMqUURZUpW","neutral"
"@AmericanAir Aww cool! It's nice to know they are still up above my head then. One of my faves.","positive"
"@AmericanAir what's the status of flight 1357 out of sju?","neutral"
"@AmericanAir flight 65 delayed over 4 hours on 2/22, had no GF meals despite my early request, attendant seat fell on my leg #badservice","negative"
"@AmericanAir I'm not sure what happened to my USAirways status when the merger took place.","negative"
"@AmericanAir I'd like to apologize to the gate agent for flight AA76, I was not aware that zone 1 was after the nine other precious gems.","neutral"
"@DeltaAssist now at 57 minutes waiting on Silver Elite line for someone to pick up! Help!","negative"
"@AmericanAir I don't think you should help him at all based on his behavior. The voucher and cot seem like enough lol ????","neutral"
"@AmericanAir Trying desperately to get my boyfriend booked on the same US Airways flight as myself for the same price. Can you help?","neutral"
"@AmericanAir thanks!!","positive"
"@AmericanAir @Clarkey_19 we done it with 1 truck... No biggie ????","positive"
"@AmericanAir @dfwairport me too!!  LOVE LIVING SO CLOSE SO I ALWAYS HAVE GREAT VIEWS!","positive"
"?ú@AmericanAir: Bet these birds wish they'd flown south for the #winter... http://t.co/tY9C0Gae2o?? Lol","neutral"
"@AmericanAir if I could fly an md80/dc10 I would be so happy I live that plane so much md80 is love md80 is life.","positive"
"@AmericanAir @cityandsand we're trying to coordinate an airport hand-off of Nutella! #veryimportantproject","neutral"
"@AmericanAir and is there a delay on our connection to pns?","neutral"
"@AmericanAir why thank you!! Yayayay!!","positive"
"@AmericanAir mission accomplished today, Thank you!","positive"
"@AmericanAir great job TYR ground crew...now let's get this bird outta here!!!  Tell flight 3200 to wait on me...be there in 45 mikes!","positive"
"@AmericanAir but not sufficiently sorry to actually *do* anything about it, I guess. Your systems are presumably beyond reproach or reform.","negative"
"@AmericanAir Uwon't allow me2make changes online, force me2sit thru excess phone wait times&amp;still insist charging crazy fees. Thats service?","negative"
"Thanks, @chasefoster. Was just about to book a flight to UK using @AmericanAir, but after reading this exchange, there's no way. I've sent","neutral"
"@AmericanAir You don't have those abilities anywhere! Not at the ticket counter, at cust service, or online. That's why we're done here.","neutral"
".@AmericanAir (2/3) ...I sat on the runway for 4 MORE HRS b4 takeoff (10 hrs Late Flight, 4:30 AM). Pilot plainly stated it was a comp/mech issue.","negative"
"@AmericanAir done","neutral"
"@AmericanAir that's absolutely horrible customer service. The person supposed to call me can't immediately call back when disconnected???","negative"
"@AmericanAir we then had to deplane, and change planes.","neutral"
"@AmericanAir btw you guys should consider making a lounge at Austin Intl. airport! Very popuLate Flightd area! Will help the company for sure????","positive"
"@AmericanAir Joanne from your San Diego staff was phenomenal! Give that girl a raise. She handled our #flightnightmare better than anyone.","positive"
"@AmericanAir the Late Flightst usair4603. Earlier 4591","neutral"
"@AmericanAir yes....twice...for two different flights and occasions","neutral"
"@AmericanAir on flight 1074 that has been delayed for hours over human errors like a food truck hitting the plane, now the lines are frozen.","negative"
"@AmericanAir @maryella_green despite the inconvenience, the situation was handled quickly and we appreciate it very much!","positive"
"@AmericanAir are flights from Pensacola fl delayed flight 3670","neutral"
"@AmericanAir I'll try to have a great week once I receive it ??ò©??ò≠????","negative"
"@AmericanAir thanks for being entirely unhelpful and wasting hours of my time today","negative"
"@AmericanAir so, what should he do next exactly?!","neutral"
"@AmericanAir thank you, truly appreciate the help, just sent a DM","positive"
"@AmericanAir Need to hold or get a call back. Just get hung up on by your phone system for 6+ hours now.","negative"
"@AmericanAir Not okay. Since you couldn't put me on an earlier flight, I had to buy my own ticket on another airline.","negative"
"@americanair Can you tell me where my luggage is? I was on flight 1644 SNA to DFW and my flight to MKE was Cancelled Flightled, so got rebooked to ORD","negative"
"@AmericanAir Trying for 20 hrs to reach agent. Must make change that can't be done on web by 11:59 PST. Had to Cancelled Flight revs ystday.","negative"
"@AmericanAir thanks!","positive"
"@AmericanAir we have been sitting on the plane for over an hour. unacceptable. you have a complete disregard for customer service.","negative"
"@AmericanAir Hahaha.... ""Meanwhile in Russia....""","neutral"
"@AmericanAir THANK YOU FOR ALL THE HELP!  :P You guys are the best.  #americanairlines #americanair","positive"
"@AmericanAir thanks.....","positive"
"@AmericanAir sure, thank you!","positive"
"@AmericanAir flight Cancelled Flightled and was trying to reschedule but 800 number just says to call back","negative"
"@AmericanAir this receipt doesn't show the evoucher value nor does it mention having used an evoucher","neutral"
"@AmericanAir Thank you, but I'll be Cancelled Flighting my return flight, as I've already rebooked with another airline so I can get home today.","neutral"
"@AmericanAir @cnnbrk she tried they are not doing anything said they would talk to stewardess about serving drunks drinks how does that help","negative"
"@AmericanAir ok thank you!","positive"
"@AmericanAir thank you for NOT Cancelled Flighting all flights and putting my husbands life in danger driving in this weather. #safetyfirst","positive"
"@AmericanAir I understand that. But 14 hours Late Flightr, I still haven't heard a word! How can you plan your week with no zero information!","negative"
"@AmericanAir I sent you a DM, can you please help.","neutral"
"@AmericanAir ok thank you. What if I can't get a hold of someone to get a new flight?","positive"
"@AmericanAir I need to be back home tomorrow and no one is helping me. Please help me rebook for a flight tomorrow!","negative"
"@AmericanAir my flight 1106 was Cancelled Flightled and I need to get back to Cleveland. What are my options?","negative"
"@AmericanAir Can I get some assistance? Flight Cancelled Flightled (today) from PHX to DFW. Not that I'm hating. But my job is concerned","negative"
"@AmericanAir  @SouthwestAir  ?? Y'all will like this one. http://t.co/hF8aJZ4ffl","neutral"
"@AmericanAir i tried all day. Have been disconnected due to ""heavy call volume.""","negative"
"@AmericanAir Thanks :-) Good to be back safely. See you again soon!","positive"
